State,Case_#,Distracted
Alabama,10066,Unknown if Distracted
Alabama,10067,Unknown if Distracted
Alabama,10068,Unknown if Distracted
Alabama,10069,Not Distracted
Alabama,10070,Not Distracted
Alabama,10071,Not Distracted
Alabama,10072,Unknown if Distracted
Alabama,10074,Unknown if Distracted
Alabama,10075,Unknown if Distracted
Alabama,10075,Unknown if Distracted
Alabama,10076,Unknown if Distracted
Alabama,10077,Unknown if Distracted
Alabama,10078,Not Distracted
Alabama,10079,Not Distracted
Alabama,10080,Unknown if Distracted
Alabama,10081,Not Distracted
Alabama,10081,Not Distracted
Alabama,10082,Not Distracted
Alabama,10083,"Distraction (Distracted), Details Unknown"
Alabama,10084,Not Distracted
Alabama,10085,Unknown if Distracted
Alabama,10086,Unknown if Distracted
Alabama,10087,Not Distracted
Alabama,10088,Not Distracted
Alabama,10088,Not Distracted
Alabama,10089,Not Distracted
Alabama,10090,Not Distracted
Alabama,10090,Not Distracted
Alabama,10090,Not Distracted
Alabama,10091,Not Distracted
Alabama,10092,Unknown if Distracted
Alabama,10093,Unknown if Distracted
Alabama,10094,Unknown if Distracted
Alabama,10094,Not Distracted
Alabama,10095,Unknown if Distracted
Alabama,10096,Unknown if Distracted
Alabama,10097,Unknown if Distracted
Alabama,10097,Not Distracted
Alabama,10098,Unknown if Distracted
Alabama,10099,Not Distracted
Alabama,10099,Not Distracted
Alabama,10100,Not Distracted
Alabama,10101,Not Distracted
Alabama,10102,Unknown if Distracted
Alabama,10102,Not Distracted
Alabama,10103,Not Distracted
Alabama,10104,Unknown if Distracted
Alabama,10104,Not Distracted
Alabama,10105,Unknown if Distracted
Alabama,10105,Unknown if Distracted
Alabama,10105,Unknown if Distracted
Alabama,10107,Unknown if Distracted
Alabama,10108,Unknown if Distracted
Alabama,10109,Unknown if Distracted
Alabama,10109,Not Distracted
Alabama,10110,Unknown if Distracted
Alabama,10111,Not Distracted
Alabama,10111,Not Distracted
Alabama,10111,Not Distracted
Alabama,10112,Not Distracted
Alabama,10112,Not Distracted
Alabama,10113,By Other Occupant(s)
Alabama,10114,Unknown if Distracted
Alabama,10114,Not Distracted
Alabama,10114,Not Distracted
Alabama,10115,Not Distracted
Alabama,10116,Not Distracted
Alabama,10117,Looked But Did Not See
Alabama,10117,Not Distracted
Alabama,10118,Not Distracted
Alabama,10119,Not Distracted
Alabama,10120,Not Distracted
Alabama,10121,Not Distracted
Alabama,10121,Not Distracted
Alabama,10122,Not Distracted
Alabama,10123,Not Distracted
Alabama,10123,Not Distracted
Alabama,10124,Eating or Drinking
Alabama,10125,Unknown if Distracted
Alabama,10126,Unknown if Distracted
Alabama,10127,Not Distracted
Alabama,10128,Not Distracted
Alabama,10128,Not Distracted
Alabama,10129,Unknown if Distracted
Alabama,10129,Not Distracted
Alabama,10130,Other Cellular Phone Related
Alabama,10130,Not Distracted
Alabama,10131,Not Distracted
Alabama,10132,Unknown if Distracted
Alabama,10132,Not Distracted
Alabama,10133,Unknown if Distracted
Alabama,10134,No Driver Present/Unknown if Driver present
Alabama,10134,Not Distracted
Alabama,10135,While Using or Reaching for Device/Object Brought into Vehicle
Alabama,10136,Not Distracted
Alabama,10137,Unknown if Distracted
Alabama,10138,Not Distracted
Alabama,10139,Unknown if Distracted
Alabama,10140,Unknown if Distracted
Alabama,10141,Unknown if Distracted
Alabama,10142,Not Distracted
Alabama,10142,Not Distracted
Alabama,10143,Unknown if Distracted
Alabama,10144,Not Distracted
Alabama,10144,Not Distracted
Alabama,10145,Not Distracted
Alabama,10145,Not Distracted
Alabama,10146,"Distracted by Outside Person, Object or Event"
Alabama,10146,Not Distracted
Alabama,10146,Not Distracted
Alabama,10146,Not Distracted
Alabama,10147,Other Distraction
Alabama,10148,Unknown if Distracted
Alabama,10149,Unknown if Distracted
Alabama,10150,While Using or Reaching for Device/Object Brought into Vehicle
Alabama,10150,Not Distracted
Alabama,10151,Unknown if Distracted
Alabama,10152,Not Distracted
Alabama,10153,Unknown if Distracted
Alabama,10153,Unknown if Distracted
Alabama,10154,Unknown if Distracted
Alabama,10155,Unknown if Distracted
Alabama,10156,Unknown if Distracted
Alabama,10157,Not Distracted
Alabama,10158,Unknown if Distracted
Alabama,10158,Not Distracted
Alabama,10159,Not Distracted
Alabama,10160,Unknown if Distracted
Alabama,10161,Unknown if Distracted
Alabama,10162,Unknown if Distracted
Alabama,10162,Not Distracted
Alabama,10163,Not Distracted
Alabama,10164,Not Distracted
Alabama,10164,Not Distracted
Alabama,10165,Not Distracted
Alabama,10167,Not Distracted
Alabama,10167,Not Distracted
Alabama,10168,Unknown if Distracted
Alabama,10168,Not Distracted
Alabama,10169,Unknown if Distracted
Alabama,10170,Not Distracted
Alabama,10170,Not Distracted
Alabama,10170,Not Distracted
Alabama,10171,Unknown if Distracted
Alabama,10172,Not Distracted
Alabama,10173,Not Distracted
Alabama,10174,Unknown if Distracted
Alabama,10175,Unknown if Distracted
Alabama,10175,Not Distracted
Alabama,10176,Not Distracted
Alabama,10177,Unknown if Distracted
Alabama,10177,Not Distracted
Alabama,10178,Not Distracted
Alabama,10178,Not Distracted
Alabama,10179,Not Distracted
Alabama,10180,Unknown if Distracted
Alabama,10180,Not Distracted
Alabama,10181,Not Distracted
Alabama,10181,Not Distracted
Alabama,10182,Not Distracted
Alabama,10182,Not Distracted
Alabama,10183,Not Distracted
Alabama,10184,Unknown if Distracted
Alabama,10185,Not Distracted
Alabama,10186,Not Distracted
Alabama,10186,By Other Occupant(s)
Alabama,10187,Unknown if Distracted
Alabama,10187,Not Distracted
Alabama,10188,Not Distracted
Alabama,10189,Not Distracted
Alabama,10190,Unknown if Distracted
Alabama,10190,Not Distracted
Alabama,10190,Not Distracted
Alabama,10191,Unknown if Distracted
Alabama,10192,Not Distracted
Alabama,10193,Unknown if Distracted
Alabama,10194,Not Distracted
Alabama,10195,Unknown if Distracted
Alabama,10195,Not Distracted
Alabama,10195,Not Distracted
Alabama,10196,"Distraction (Distracted), Details Unknown"
Alabama,10196,Not Distracted
Alabama,10197,Unknown if Distracted
Alabama,10198,Unknown if Distracted
Alabama,10198,Unknown if Distracted
Alabama,10199,Unknown if Distracted
Alabama,10199,Not Distracted
Alabama,10199,Not Distracted
Alabama,10200,Not Distracted
Alabama,10200,Not Distracted
Alabama,10201,Unknown if Distracted
Alabama,10202,Unknown if Distracted
Alabama,10203,Unknown if Distracted
Alabama,10203,Not Distracted
Alabama,10204,Unknown if Distracted
Alabama,10204,Not Distracted
Alabama,10205,Unknown if Distracted
Alabama,10205,Not Distracted
Alabama,10205,Not Distracted
Alabama,10206,Unknown if Distracted
Alabama,10207,Unknown if Distracted
Alabama,10208,Not Distracted
Alabama,10209,Unknown if Distracted
Alabama,10210,Unknown if Distracted
Alabama,10210,Not Distracted
Alabama,10210,Not Distracted
Alabama,10210,Not Distracted
Alabama,10211,Not Distracted
Alabama,10211,Not Distracted
Alabama,10212,Unknown if Distracted
Alabama,10213,Not Distracted
Alabama,10213,Not Distracted
Alabama,10214,Not Distracted
Alabama,10215,Unknown if Distracted
Alabama,10216,Unknown if Distracted
Alabama,10217,Unknown if Distracted
Alabama,10217,Not Distracted
Alabama,10218,Unknown if Distracted
Alabama,10219,Unknown if Distracted
Alabama,10219,Not Distracted
Alabama,10220,Not Distracted
Alabama,10220,Not Distracted
Alabama,10221,Not Distracted
Alabama,10222,Unknown if Distracted
Alabama,10222,Not Distracted
Alabama,10222,Not Distracted
Alabama,10223,Unknown if Distracted
Alabama,10224,Unknown if Distracted
Alabama,10225,Not Distracted
Alabama,10226,Unknown if Distracted
Alabama,10227,Not Distracted
Alabama,10228,Not Distracted
Alabama,10228,Not Distracted
Alabama,10229,Not Distracted
Alabama,10229,Not Distracted
Alabama,10230,Not Distracted
Alabama,10230,Not Distracted
Alabama,10231,Unknown if Distracted
Alabama,10232,Unknown if Distracted
Alabama,10233,Not Distracted
Alabama,10233,Not Distracted
Alabama,10234,Unknown if Distracted
Alabama,10234,Not Distracted
Alabama,10235,Not Distracted
Alabama,10236,Unknown if Distracted
Alabama,10237,Unknown if Distracted
Alabama,10238,Not Distracted
Alabama,10239,Not Distracted
Alabama,10240,Not Distracted
Alabama,10240,Not Distracted
Alabama,10240,Not Distracted
Alabama,10241,Unknown if Distracted
Alabama,10241,Not Distracted
Alabama,10242,Not Distracted
Alabama,10243,Unknown if Distracted
Alabama,10244,Unknown if Distracted
Alabama,10245,Adjusting Audio Or Climate Controls
Alabama,10246,Not Distracted
Alabama,10247,Not Distracted
Alabama,10248,Not Distracted
Alabama,10249,Unknown if Distracted
Alabama,10249,Not Distracted
Alabama,10250,Not Distracted
Alabama,10251,Not Distracted
Alabama,10252,Not Distracted
Alabama,10252,Not Distracted
Alabama,10253,Unknown if Distracted
Alabama,10254,Not Distracted
Alabama,10255,Unknown if Distracted
Alabama,10255,Not Distracted
Alabama,10256,Unknown if Distracted
Alabama,10256,Unknown if Distracted
Alabama,10257,Not Distracted
Alabama,10258,Unknown if Distracted
Alabama,10259,Unknown if Distracted
Alabama,10259,Unknown if Distracted
Alabama,10260,Unknown if Distracted
Alabama,10261,Adjusting Audio Or Climate Controls
Alabama,10261,Unknown if Distracted
Alabama,10262,Unknown if Distracted
Alabama,10263,Unknown if Distracted
Alabama,10263,Not Distracted
Alabama,10264,Not Distracted
Alabama,10265,Not Distracted
Alabama,10266,Not Distracted
Alabama,10266,Not Distracted
Alabama,10267,Unknown if Distracted
Alabama,10267,Not Distracted
Alabama,10268,Not Distracted
Alabama,10269,Smoking Related
Alabama,10269,Not Distracted
Alabama,10269,Not Distracted
Alabama,10270,Unknown if Distracted
Alabama,10270,Not Reported
Alabama,10271,Not Distracted
Alabama,10272,Unknown if Distracted
Alabama,10273,Not Distracted
Alabama,10273,Not Distracted
Alabama,10274,Unknown if Distracted
Alabama,10274,Not Distracted
Alabama,10275,Unknown if Distracted
Alabama,10276,Unknown if Distracted
Alabama,10277,Unknown if Distracted
Alabama,10278,Not Distracted
Alabama,10279,Unknown if Distracted
Alabama,10280,Unknown if Distracted
Alabama,10280,Not Distracted
Alabama,10281,Unknown if Distracted
Alabama,10282,Unknown if Distracted
Alabama,10282,Not Distracted
Alabama,10282,Not Distracted
Alabama,10283,Unknown if Distracted
Alabama,10284,Not Distracted
Alabama,10285,Not Distracted
Alabama,10285,Not Distracted
Alabama,10286,Not Distracted
Alabama,10287,Unknown if Distracted
Alabama,10287,Not Distracted
Alabama,10288,Unknown if Distracted
Alabama,10288,Not Distracted
Alabama,10289,Unknown if Distracted
Alabama,10290,Unknown if Distracted
Alabama,10290,No Driver Present/Unknown if Driver present
Alabama,10291,Unknown if Distracted
Alabama,10292,Not Distracted
Alabama,10292,Not Distracted
Alabama,10293,Not Distracted
Alabama,10294,Unknown if Distracted
Alabama,10295,"Distraction (Distracted), Details Unknown"
Alabama,10295,No Driver Present/Unknown if Driver present
Alabama,10295,No Driver Present/Unknown if Driver present
Alabama,10296,Unknown if Distracted
Alabama,10298,"Distracted by Outside Person, Object or Event"
Alabama,10298,Not Distracted
Alabama,10299,Not Distracted
Alabama,10299,Looked But Did Not See
Alabama,10300,Unknown if Distracted
Alabama,10301,Not Distracted
Alabama,10302,Unknown if Distracted
Alabama,10302,Not Distracted
Alabama,10303,Unknown if Distracted
Alabama,10304,Not Distracted
Alabama,10305,Unknown if Distracted
Alabama,10305,Not Distracted
Alabama,10306,Not Distracted
Alabama,10306,Not Distracted
Alabama,10307,Not Distracted
Alabama,10307,Not Distracted
Alabama,10307,Not Distracted
Alabama,10308,Not Distracted
Alabama,10308,Not Distracted
Alabama,10309,Not Distracted
Alabama,10309,Not Distracted
Alabama,10310,Unknown if Distracted
Alabama,10311,Unknown if Distracted
Alabama,10311,Not Distracted
Alabama,10312,Unknown if Distracted
Alabama,10312,Not Distracted
Alabama,10313,Unknown if Distracted
Alabama,10313,Not Distracted
Alabama,10314,Unknown if Distracted
Alabama,10314,Not Distracted
Alabama,10315,Unknown if Distracted
Alabama,10316,Not Distracted
Alabama,10316,Not Distracted
Alabama,10317,Not Distracted
Alabama,10317,Not Distracted
Alabama,10318,Unknown if Distracted
Alabama,10319,Not Distracted
Alabama,10320,Unknown if Distracted
Alabama,10321,Unknown if Distracted
Alabama,10321,Unknown if Distracted
Alabama,10322,Unknown if Distracted
Alabama,10323,Unknown if Distracted
Alabama,10324,Unknown if Distracted
Alabama,10325,Unknown if Distracted
Alabama,10325,Unknown if Distracted
Alabama,10326,Unknown if Distracted
Alabama,10326,Not Distracted
Alabama,10327,Unknown if Distracted
Alabama,10328,Not Distracted
Alabama,10328,Not Distracted
Alabama,10329,Unknown if Distracted
Alabama,10330,Unknown if Distracted
Alabama,10330,Not Distracted
Alabama,10331,Unknown if Distracted
Alabama,10331,Not Distracted
Alabama,10332,Unknown if Distracted
Alabama,10333,Not Distracted
Alabama,10333,Not Distracted
Alabama,10334,Unknown if Distracted
Alabama,10335,Not Distracted
Alabama,10336,Not Distracted
Alabama,10337,Not Distracted
Alabama,10338,Unknown if Distracted
Alabama,10339,Unknown if Distracted
Alabama,10340,Unknown if Distracted
Alabama,10341,Unknown if Distracted
Alabama,10342,Unknown if Distracted
Alabama,10342,Not Distracted
Alabama,10343,Not Distracted
Alabama,10343,Not Distracted
Alabama,10344,Not Distracted
Alabama,10345,Not Distracted
Alabama,10345,Not Distracted
Alabama,10346,While Manipulating Cellular Phone
Alabama,10346,Not Distracted
Alabama,10347,Unknown if Distracted
Alabama,10347,Not Distracted
Alabama,10348,Not Distracted
Alabama,10348,Not Distracted
Alabama,10349,Unknown if Distracted
Alabama,10349,Not Distracted
Alabama,10349,Not Distracted
Alabama,10349,Not Distracted
Alabama,10350,Unknown if Distracted
Alabama,10350,Looked But Did Not See
Alabama,10351,Unknown if Distracted
Alabama,10352,Not Distracted
Alabama,10353,Unknown if Distracted
Alabama,10353,Not Distracted
Alabama,10354,Unknown if Distracted
Alabama,10355,Not Distracted
Alabama,10355,Not Distracted
Alabama,10355,Not Distracted
Alabama,10356,Unknown if Distracted
Alabama,10357,Not Distracted
Alabama,10358,Not Distracted
Alabama,10359,Not Distracted
Alabama,10360,Not Distracted
Alabama,10361,Not Distracted
Alabama,10362,Unknown if Distracted
Alabama,10363,Unknown if Distracted
Alabama,10363,Not Distracted
Alabama,10364,Unknown if Distracted
Alabama,10365,Unknown if Distracted
Alabama,10365,Unknown if Distracted
Alabama,10366,Not Distracted
Alabama,10367,Unknown if Distracted
Alabama,10368,Not Distracted
Alabama,10369,Unknown if Distracted
Alabama,10369,Not Distracted
Alabama,10370,Unknown if Distracted
Alabama,10371,Not Distracted
Alabama,10371,Not Distracted
Alabama,10372,While Using Other Component/Controls Integral to Vehicle
Alabama,10373,Unknown if Distracted
Alabama,10374,Not Distracted
Alabama,10374,Not Distracted
Alabama,10375,Unknown if Distracted
Alabama,10376,Unknown if Distracted
Alabama,10377,Not Distracted
Alabama,10378,Unknown if Distracted
Alabama,10379,Not Distracted
Alabama,10380,Unknown if Distracted
Alabama,10381,Not Distracted
Alabama,10382,Not Distracted
Alabama,10383,Not Distracted
Alabama,10384,Not Distracted
Alabama,10384,Not Distracted
Alabama,10385,Unknown if Distracted
Alabama,10386,Unknown if Distracted
Alabama,10387,Unknown if Distracted
Alabama,10387,Not Distracted
Alabama,10388,Unknown if Distracted
Alabama,10388,Not Distracted
Alabama,10389,Unknown if Distracted
Alabama,10389,Not Distracted
Alabama,10390,Not Distracted
Alabama,10391,Not Distracted
Alabama,10391,Not Distracted
Alabama,10391,Not Distracted
Alabama,10392,Unknown if Distracted
Alabama,10393,Not Distracted
Alabama,10394,Unknown if Distracted
Alabama,10395,Unknown if Distracted
Alabama,10396,Not Distracted
Alabama,10397,Not Distracted
Alabama,10397,Not Distracted
Alabama,10397,Not Distracted
Alabama,10398,Not Distracted
Alabama,10399,Not Distracted
Alabama,10400,Not Distracted
Alabama,10400,Not Distracted
Alabama,10400,Not Distracted
Alabama,10401,Unknown if Distracted
Alabama,10402,"Distracted by Outside Person, Object or Event"
Alabama,10403,Unknown if Distracted
Alabama,10403,Not Distracted
Alabama,10404,Not Distracted
Alabama,10405,Not Distracted
Alabama,10405,Not Distracted
Alabama,10406,Not Distracted
Alabama,10406,Not Distracted
Alabama,10407,Unknown if Distracted
Alabama,10408,Not Distracted
Alabama,10409,Not Distracted
Alabama,10409,Not Distracted
Alabama,10410,Not Distracted
Alabama,10410,Not Distracted
Alabama,10411,Not Distracted
Alabama,10412,Not Distracted
Alabama,10413,Not Distracted
Alabama,10413,Not Distracted
Alabama,10414,Unknown if Distracted
Alabama,10415,Unknown if Distracted
Alabama,10415,Not Distracted
Alabama,10416,Unknown if Distracted
Alabama,10417,Unknown if Distracted
Alabama,10417,No Driver Present/Unknown if Driver present
Alabama,10418,Unknown if Distracted
Alabama,10419,Not Distracted
Alabama,10420,Unknown if Distracted
Alabama,10420,Unknown if Distracted
Alabama,10420,Unknown if Distracted
Alabama,10421,Unknown if Distracted
Alabama,10421,Not Distracted
Alabama,10422,Not Distracted
Alabama,10423,Not Distracted
Alabama,10423,Not Distracted
Alabama,10423,Not Distracted
Alabama,10423,Not Distracted
Alabama,10424,Not Distracted
Alabama,10425,Other Cellular Phone Related
Alabama,10425,Not Distracted
Alabama,10426,"Distracted by Outside Person, Object or Event"
Alabama,10426,Not Distracted
Alabama,10426,Not Distracted
Alabama,10427,Not Distracted
Alabama,10427,Not Distracted
Alabama,10427,Not Distracted
Alabama,10428,Not Distracted
Alabama,10429,Unknown if Distracted
Alabama,10429,Not Distracted
Alabama,10429,Not Distracted
Alabama,10430,Unknown if Distracted
Alabama,10431,Unknown if Distracted
Alabama,10431,Not Distracted
Alabama,10432,Not Distracted
Alabama,10432,Not Distracted
Alabama,10433,Unknown if Distracted
Alabama,10434,Unknown if Distracted
Alabama,10434,Not Distracted
Alabama,10435,Unknown if Distracted
Alabama,10436,Not Distracted
Alabama,10437,Not Distracted
Alabama,10437,Not Distracted
Alabama,10438,Not Distracted
Alabama,10439,Unknown if Distracted
Alabama,10440,While Manipulating Cellular Phone
Alabama,10441,Not Distracted
Alabama,10442,Unknown if Distracted
Alabama,10443,Not Distracted
Alabama,10444,Not Distracted
Alabama,10445,Not Distracted
Alabama,10445,Not Distracted
Alabama,10446,Unknown if Distracted
Alabama,10447,Unknown if Distracted
Alabama,10448,"Distraction (Distracted), Details Unknown"
Alabama,10449,Unknown if Distracted
Alabama,10449,Not Distracted
Alabama,10450,Not Distracted
Alabama,10450,Not Distracted
Alabama,10451,Unknown if Distracted
Alabama,10452,Not Distracted
Alabama,10453,Not Distracted
Alabama,10454,Unknown if Distracted
Alabama,10455,Unknown if Distracted
Alabama,10455,Not Distracted
Alabama,10456,Not Distracted
Alabama,10456,Not Distracted
Alabama,10457,Unknown if Distracted
Alabama,10457,Not Distracted
Alabama,10458,Unknown if Distracted
Alabama,10458,Not Distracted
Alabama,10459,Unknown if Distracted
Alabama,10460,Not Distracted
Alabama,10460,Not Distracted
Alabama,10461,Unknown if Distracted
Alabama,10462,Not Distracted
Alabama,10462,Not Distracted
Alabama,10462,Not Distracted
Alabama,10462,Not Distracted
Alabama,10463,While Talking or Listening to Cellular Phone
Alabama,10463,Not Distracted
Alabama,10463,Not Distracted
Alabama,10464,Not Distracted
Alabama,10465,Not Distracted
Alabama,10466,Not Distracted
Alabama,10467,Not Distracted
Alabama,10468,Unknown if Distracted
Alabama,10469,Unknown if Distracted
Alabama,10470,"Distraction (Distracted), Details Unknown"
Alabama,10470,Not Distracted
Alabama,10470,Not Distracted
Alabama,10471,Not Distracted
Alabama,10472,Unknown if Distracted
Alabama,10473,Not Distracted
Alabama,10473,Not Distracted
Alabama,10474,Not Distracted
Alabama,10475,Unknown if Distracted
Alabama,10476,Unknown if Distracted
Alabama,10476,Not Distracted
Alabama,10477,Not Distracted
Alabama,10477,Not Distracted
Alabama,10477,Not Distracted
Alabama,10477,Not Distracted
Alabama,10477,Not Distracted
Alabama,10478,Unknown if Distracted
Alabama,10478,Not Distracted
Alabama,10479,Unknown if Distracted
Alabama,10479,Unknown if Distracted
Alabama,10480,Unknown if Distracted
Alabama,10481,Unknown if Distracted
Alabama,10481,Unknown if Distracted
Alabama,10482,Unknown if Distracted
Alabama,10483,Not Distracted
Alabama,10484,Unknown if Distracted
Alabama,10484,Not Distracted
Alabama,10484,Not Distracted
Alabama,10485,Unknown if Distracted
Alabama,10486,Other Cellular Phone Related
Alabama,10487,Unknown if Distracted
Alabama,10487,Not Distracted
Alabama,10488,Unknown if Distracted
Alabama,10488,Not Distracted
Alabama,10488,Not Distracted
Alabama,10489,Unknown if Distracted
Alabama,10489,Not Distracted
Alabama,10490,Not Distracted
Alabama,10491,Unknown if Distracted
Alabama,10492,Not Distracted
Alabama,10492,Not Distracted
Alabama,10492,Not Distracted
Alabama,10493,Not Distracted
Alabama,10493,Not Distracted
Alabama,10494,Not Distracted
Alabama,10495,Not Distracted
Alabama,10496,Adjusting Audio Or Climate Controls
Alabama,10497,Not Distracted
Alabama,10497,Not Distracted
Alabama,10498,Unknown if Distracted
Alabama,10499,Not Distracted
Alabama,10500,Unknown if Distracted
Alabama,10501,Not Distracted
Alabama,10501,Not Distracted
Alabama,10501,Not Distracted
Alabama,10502,Looked But Did Not See
Alabama,10502,Not Distracted
Alabama,10503,Unknown if Distracted
Alabama,10503,Unknown if Distracted
Alabama,10504,Not Distracted
Alabama,10504,Not Distracted
Alabama,10505,Unknown if Distracted
Alabama,10505,Not Distracted
Alabama,10506,Unknown if Distracted
Alabama,10506,Not Distracted
Alabama,10507,Not Distracted
Alabama,10507,Not Distracted
Alabama,10508,Not Distracted
Alabama,10509,Unknown if Distracted
Alabama,10509,Not Distracted
Alabama,10510,Unknown if Distracted
Alabama,10510,Not Distracted
Alabama,10510,Not Distracted
Alabama,10511,Unknown if Distracted
Alabama,10511,Not Distracted
Alabama,10511,Not Distracted
Alabama,10512,Unknown if Distracted
Alabama,10512,Not Distracted
Alabama,10512,Not Distracted
Alabama,10513,Unknown if Distracted
Alabama,10514,Unknown if Distracted
Alabama,10515,Not Distracted
Alabama,10516,Unknown if Distracted
Alabama,10516,Not Distracted
Alabama,10516,Not Distracted
Alabama,10516,Not Distracted
Alabama,10517,Not Distracted
Alabama,10518,Unknown if Distracted
Alabama,10519,Unknown if Distracted
Alabama,10520,Not Distracted
Alabama,10520,Not Distracted
Alabama,10521,While Talking or Listening to Cellular Phone
Alabama,10522,Unknown if Distracted
Alabama,10523,Not Distracted
Alabama,10523,Not Distracted
Alabama,10523,Not Distracted
Alabama,10524,Looked But Did Not See
Alabama,10524,Not Distracted
Alabama,10525,Unknown if Distracted
Alabama,10526,Not Distracted
Alabama,10526,Not Distracted
Alabama,10527,Unknown if Distracted
Alabama,10528,Not Distracted
Alabama,10528,Not Distracted
Alabama,10529,Not Distracted
Alabama,10530,No Driver Present/Unknown if Driver present
Alabama,10530,Not Distracted
Alabama,10531,Not Distracted
Alabama,10532,Unknown if Distracted
Alabama,10533,Not Distracted
Alabama,10534,Not Distracted
Alabama,10535,Not Distracted
Alabama,10536,Not Distracted
Alabama,10537,By Other Occupant(s)
Alabama,10538,Not Distracted
Alabama,10539,Not Distracted
Alabama,10540,Unknown if Distracted
Alabama,10541,Not Distracted
Alabama,10542,Unknown if Distracted
Alabama,10543,Unknown if Distracted
Alabama,10544,Not Distracted
Alabama,10544,Not Distracted
Alabama,10545,Unknown if Distracted
Alabama,10545,Not Distracted
Alabama,10546,Not Distracted
Alabama,10547,Unknown if Distracted
Alabama,10548,Not Distracted
Alabama,10549,Not Distracted
Alabama,10550,Other Cellular Phone Related
Alabama,10550,Not Distracted
Alabama,10551,Unknown if Distracted
Alabama,10552,Unknown if Distracted
Alabama,10553,Not Distracted
Alabama,10553,Not Distracted
Alabama,10554,Not Distracted
Alabama,10555,Unknown if Distracted
Alabama,10556,Not Distracted
Alabama,10557,Unknown if Distracted
Alabama,10558,Unknown if Distracted
Alabama,10558,Unknown if Distracted
Alabama,10559,Unknown if Distracted
Alabama,10560,Not Distracted
Alabama,10560,Not Distracted
Alabama,10561,Unknown if Distracted
Alabama,10562,Not Distracted
Alabama,10562,Not Distracted
Alabama,10563,Unknown if Distracted
Alabama,10563,Not Distracted
Alabama,10563,Not Distracted
Alabama,10563,Not Distracted
Alabama,10564,Unknown if Distracted
Alabama,10564,Not Distracted
Alabama,10565,Not Distracted
Alabama,10566,Unknown if Distracted
Alabama,10567,Unknown if Distracted
Alabama,10568,Unknown if Distracted
Alabama,10568,Unknown if Distracted
