State,Case_#,Distracted
Alabama,10065,Not Distracted
Alabama,10065,Not Distracted
Alabama,10066,Not Distracted
Alabama,10067,Not Distracted
Alabama,10067,Not Distracted
Alabama,10067,Not Distracted
Alabama,10068,Not Distracted
Alabama,10068,Not Distracted
Alabama,10069,Not Distracted
Alabama,10069,Not Distracted
Alabama,10070,Not Distracted
Alabama,10070,Not Distracted
Alabama,10071,Not Distracted
Alabama,10072,Not Distracted
Alabama,10073,Not Distracted
Alabama,10073,Not Distracted
Alabama,10074,Not Distracted
Alabama,10075,Not Distracted
Alabama,10075,Not Distracted
Alabama,10076,Unknown if Distracted
Alabama,10077,Not Distracted
Alabama,10078,Not Distracted
Alabama,10079,Not Distracted
Alabama,10079,Not Distracted
Alabama,10080,Not Distracted
Alabama,10081,No Driver Present/Unknown if Driver present
Alabama,10081,Not Distracted
Alabama,10082,While Using or Reaching for Device/Object Brought into Vehicle
Alabama,10083,Not Distracted
Alabama,10083,Not Distracted
Alabama,10084,Unknown if Distracted
Alabama,10085,Unknown if Distracted
Alabama,10086,Unknown if Distracted
Alabama,10087,Not Distracted
Alabama,10087,Not Distracted
Alabama,10088,Not Distracted
Alabama,10089,Not Distracted
Alabama,10089,Not Distracted
Alabama,10090,Unknown if Distracted
Alabama,10090,Not Distracted
Alabama,10091,Unknown if Distracted
Alabama,10091,Not Distracted
Alabama,10092,Unknown if Distracted
Alabama,10092,Not Distracted
Alabama,10092,Not Distracted
Alabama,10093,Not Distracted
Alabama,10094,Unknown if Distracted
Alabama,10095,Not Distracted
Alabama,10095,Not Distracted
Alabama,10095,Not Distracted
Alabama,10096,Not Distracted
Alabama,10097,Not Distracted
Alabama,10098,Not Distracted
Alabama,10098,Unknown if Distracted
Alabama,10098,Not Distracted
Alabama,10099,Not Distracted
Alabama,10100,Not Distracted
Alabama,10101,Not Distracted
Alabama,10102,Unknown if Distracted
Alabama,10102,Not Distracted
Alabama,10103,Not Distracted
Alabama,10103,Not Distracted
Alabama,10104,Not Distracted
Alabama,10105,Unknown if Distracted
Alabama,10105,Not Distracted
Alabama,10106,Not Distracted
Alabama,10107,Not Distracted
Alabama,10108,Not Distracted
Alabama,10108,Not Distracted
Alabama,10109,Not Distracted
Alabama,10110,Not Distracted
Alabama,10111,Smoking Related
Alabama,10111,Not Distracted
Alabama,10112,Unknown if Distracted
Alabama,10113,Unknown if Distracted
Alabama,10114,Not Distracted
Alabama,10115,Unknown if Distracted
Alabama,10116,Unknown if Distracted
Alabama,10117,Not Distracted
Alabama,10118,Unknown if Distracted
Alabama,10119,Other Cellular Phone Related
Alabama,10120,Not Distracted
Alabama,10121,Not Distracted
Alabama,10122,Not Distracted
Alabama,10123,While Using or Reaching for Device/Object Brought into Vehicle
Alabama,10123,Not Distracted
Alabama,10124,Not Distracted
Alabama,10125,Not Distracted
Alabama,10126,Not Distracted
Alabama,10127,Unknown if Distracted
Alabama,10128,Not Distracted
Alabama,10129,Unknown if Distracted
Alabama,10129,Not Distracted
Alabama,10129,Not Distracted
Alabama,10129,Not Distracted
Alabama,10130,Not Distracted
Alabama,10131,Unknown if Distracted
Alabama,10131,Not Distracted
Alabama,10132,Unknown if Distracted
Alabama,10132,Unknown if Distracted
Alabama,10133,Not Distracted
Alabama,10134,Not Distracted
Alabama,10134,Not Distracted
Alabama,10135,Unknown if Distracted
Alabama,10136,Unknown if Distracted
Alabama,10136,Unknown if Distracted
Alabama,10137,Not Distracted
Alabama,10138,Unknown if Distracted
Alabama,10139,Not Distracted
Alabama,10140,Not Distracted
Alabama,10141,Other Cellular Phone Related
Alabama,10141,Not Distracted
Alabama,10142,Unknown if Distracted
Alabama,10142,Not Distracted
Alabama,10143,Not Distracted
Alabama,10143,Not Distracted
Alabama,10143,Not Distracted
Alabama,10144,Unknown if Distracted
Alabama,10144,Unknown if Distracted
Alabama,10145,Unknown if Distracted
Alabama,10146,Not Distracted
Alabama,10147,Unknown if Distracted
Alabama,10148,Unknown if Distracted
Alabama,10149,Not Distracted
Alabama,10150,Not Distracted
Alabama,10150,Not Distracted
Alabama,10150,Not Distracted
Alabama,10151,Unknown if Distracted
Alabama,10152,Unknown if Distracted
Alabama,10153,Not Distracted
Alabama,10154,Unknown if Distracted
Alabama,10155,Not Distracted
Alabama,10156,Not Distracted
Alabama,10157,Unknown if Distracted
Alabama,10158,Not Distracted
Alabama,10158,Not Distracted
Alabama,10159,Unknown if Distracted
Alabama,10159,Not Distracted
Alabama,10160,Unknown if Distracted
Alabama,10161,Unknown if Distracted
Alabama,10161,Not Distracted
Alabama,10162,Unknown if Distracted
Alabama,10162,Not Distracted
Alabama,10163,Unknown if Distracted
Alabama,10164,Unknown if Distracted
Alabama,10164,Unknown if Distracted
Alabama,10165,Unknown if Distracted
Alabama,10166,While Manipulating Cellular Phone
Alabama,10167,Unknown if Distracted
Alabama,10168,Not Distracted
Alabama,10169,Unknown if Distracted
Alabama,10170,Not Distracted
Alabama,10171,Not Distracted
Alabama,10172,Unknown if Distracted
Alabama,10173,Other Distraction
Alabama,10174,Not Distracted
Alabama,10174,Not Distracted
Alabama,10174,Not Distracted
Alabama,10175,Unknown if Distracted
Alabama,10175,Not Distracted
Alabama,10176,Unknown if Distracted
Alabama,10177,Unknown if Distracted
Alabama,10178,Unknown if Distracted
Alabama,10179,Unknown if Distracted
Alabama,10179,Not Distracted
Alabama,10180,Unknown if Distracted
Alabama,10181,Not Distracted
Alabama,10182,Unknown if Distracted
Alabama,10183,Unknown if Distracted
Alabama,10183,Unknown if Distracted
Alabama,10184,Not Distracted
Alabama,10184,Not Distracted
Alabama,10185,"Distraction (Distracted), Details Unknown"
Alabama,10186,Unknown if Distracted
Alabama,10186,Not Distracted
Alabama,10187,Unknown if Distracted
Alabama,10187,Not Distracted
Alabama,10188,Not Reported
Alabama,10189,Not Distracted
Alabama,10189,Not Distracted
Alabama,10190,Not Distracted
Alabama,10191,Unknown if Distracted
Alabama,10192,Unknown if Distracted
Alabama,10193,Unknown if Distracted
Alabama,10194,Not Distracted
Alabama,10195,Not Distracted
Alabama,10196,No Driver Present/Unknown if Driver present
Alabama,10196,Not Distracted
Alabama,10196,Not Distracted
Alabama,10197,Not Distracted
Alabama,10197,Not Distracted
Alabama,10198,Not Distracted
Alabama,10199,Not Distracted
Alabama,10200,Not Distracted
Alabama,10201,Looked But Did Not See
Alabama,10201,Not Distracted
Alabama,10202,Not Distracted
Alabama,10203,Unknown if Distracted
Alabama,10204,Not Distracted
Alabama,10205,Not Distracted
Alabama,10205,Not Distracted
Alabama,10205,Not Distracted
Alabama,10206,Not Distracted
Alabama,10207,Not Distracted
Alabama,10208,Not Distracted
Alabama,10209,Unknown if Distracted
Alabama,10210,Not Distracted
Alabama,10211,Not Distracted
Alabama,10212,Not Distracted
Alabama,10212,Not Distracted
Alabama,10213,Unknown if Distracted
Alabama,10213,Not Distracted
Alabama,10214,Not Distracted
Alabama,10214,Not Distracted
Alabama,10215,By Other Occupant(s)
Alabama,10215,Not Distracted
Alabama,10216,Not Distracted
Alabama,10216,Not Distracted
Alabama,10217,By Other Occupant(s)
Alabama,10218,Not Distracted
Alabama,10219,"Distraction (Distracted), Details Unknown"
Alabama,10219,Not Distracted
Alabama,10219,Not Distracted
Alabama,10220,Unknown if Distracted
Alabama,10220,Not Distracted
Alabama,10221,Not Distracted
Alabama,10221,Not Distracted
Alabama,10222,Unknown if Distracted
Alabama,10223,Not Distracted
Alabama,10224,Not Distracted
Alabama,10224,Not Distracted
Alabama,10225,Unknown if Distracted
Alabama,10226,Not Distracted
Alabama,10227,Unknown if Distracted
Alabama,10228,Not Distracted
Alabama,10229,Unknown if Distracted
Alabama,10229,Not Distracted
Alabama,10230,Unknown if Distracted
Alabama,10230,Unknown if Distracted
Alabama,10231,Not Distracted
Alabama,10231,Not Distracted
Alabama,10231,Not Distracted
Alabama,10232,Not Distracted
Alabama,10233,Unknown if Distracted
Alabama,10233,Not Distracted
Alabama,10234,While Manipulating Cellular Phone
Alabama,10235,Not Distracted
Alabama,10236,Not Distracted
Alabama,10237,Not Distracted
Alabama,10238,Looked But Did Not See
Alabama,10238,Looked But Did Not See
Alabama,10239,Not Distracted
Alabama,10239,Not Distracted
Alabama,10239,Not Distracted
Alabama,10240,Not Distracted
Alabama,10241,Not Distracted
Alabama,10242,By Other Occupant(s)
Alabama,10243,Not Distracted
Alabama,10244,Not Distracted
Alabama,10245,Not Distracted
Alabama,10245,Not Distracted
Alabama,10246,Unknown if Distracted
Alabama,10247,Not Distracted
Alabama,10247,Not Distracted
Alabama,10248,Not Distracted
Alabama,10249,Not Distracted
Alabama,10249,Not Distracted
Alabama,10250,Not Distracted
Alabama,10251,Unknown if Distracted
Alabama,10251,Unknown if Distracted
Alabama,10252,Not Distracted
Alabama,10252,Not Distracted
Alabama,10253,Unknown if Distracted
Alabama,10254,Unknown if Distracted
Alabama,10255,Unknown if Distracted
Alabama,10256,Unknown if Distracted
Alabama,10256,Not Distracted
Alabama,10257,Not Distracted
Alabama,10258,Not Distracted
Alabama,10259,Unknown if Distracted
Alabama,10260,Not Distracted
Alabama,10260,Not Distracted
Alabama,10261,Not Distracted
Alabama,10261,Not Distracted
Alabama,10262,"Distraction (Distracted), Details Unknown"
Alabama,10262,Not Distracted
Alabama,10263,Not Distracted
Alabama,10264,Not Distracted
Alabama,10264,Not Distracted
Alabama,10265,Unknown if Distracted
Alabama,10265,Not Distracted
Alabama,10266,Not Distracted
Alabama,10267,Not Distracted
Alabama,10267,Not Distracted
Alabama,10268,Unknown if Distracted
Alabama,10268,Unknown if Distracted
Alabama,10269,Not Distracted
Alabama,10270,Not Distracted
Alabama,10270,Not Distracted
Alabama,10271,Unknown if Distracted
Alabama,10272,Not Distracted
Alabama,10273,Not Distracted
Alabama,10273,Not Distracted
Alabama,10274,Unknown if Distracted
Alabama,10274,Not Distracted
Alabama,10275,Unknown if Distracted
Alabama,10276,Unknown if Distracted
Alabama,10276,Not Distracted
Alabama,10277,Not Distracted
Alabama,10278,Not Distracted
Alabama,10279,Not Distracted
Alabama,10280,Not Distracted
Alabama,10280,Not Distracted
Alabama,10281,No Driver Present/Unknown if Driver present
Alabama,10282,Unknown if Distracted
Alabama,10283,Unknown if Distracted
Alabama,10284,Unknown if Distracted
Alabama,10285,Unknown if Distracted
Alabama,10285,Not Distracted
Alabama,10286,Unknown if Distracted
Alabama,10287,Not Distracted
Alabama,10288,Unknown if Distracted
Alabama,10288,Not Distracted
Alabama,10288,Not Distracted
Alabama,10289,Unknown if Distracted
Alabama,10289,Not Distracted
Alabama,10290,Not Distracted
Alabama,10291,Not Distracted
Alabama,10292,Not Distracted
Alabama,10293,Not Distracted
Alabama,10294,Unknown if Distracted
Alabama,10295,Not Distracted
Alabama,10296,Not Distracted
Alabama,10296,No Driver Present/Unknown if Driver present
Alabama,10297,Unknown if Distracted
Alabama,10298,Not Distracted
Alabama,10298,Looked But Did Not See
Alabama,10299,Unknown if Distracted
Alabama,10300,Not Distracted
Alabama,10300,Not Distracted
Alabama,10300,Unknown if Distracted
Alabama,10301,Not Distracted
Alabama,10301,Not Distracted
Alabama,10302,Not Distracted
Alabama,10302,Not Distracted
Alabama,10303,Not Distracted
Alabama,10304,Not Distracted
Alabama,10304,Not Distracted
Alabama,10305,Unknown if Distracted
Alabama,10306,No Driver Present/Unknown if Driver present
Alabama,10306,Unknown if Distracted
Alabama,10307,Unknown if Distracted
Alabama,10307,Not Distracted
Alabama,10307,Not Distracted
Alabama,10308,While Manipulating Cellular Phone
Alabama,10308,Not Distracted
Alabama,10309,Not Distracted
Alabama,10310,By Other Occupant(s)
Alabama,10311,Unknown if Distracted
Alabama,10312,Not Distracted
Alabama,10313,Unknown if Distracted
Alabama,10313,Not Distracted
Alabama,10314,Not Distracted
Alabama,10314,No Driver Present/Unknown if Driver present
Alabama,10314,Not Distracted
Alabama,10315,Not Distracted
Alabama,10315,Not Distracted
Alabama,10315,Not Distracted
Alabama,10315,Not Distracted
Alabama,10316,Unknown if Distracted
Alabama,10316,Not Distracted
Alabama,10316,Not Distracted
Alabama,10317,Unknown if Distracted
Alabama,10318,Unknown if Distracted
Alabama,10319,Not Distracted
Alabama,10320,Unknown if Distracted
Alabama,10321,Unknown if Distracted
Alabama,10322,Not Distracted
Alabama,10322,Not Distracted
Alabama,10323,Not Distracted
Alabama,10324,Unknown if Distracted
Alabama,10325,Unknown if Distracted
Alabama,10325,Not Distracted
Alabama,10325,Not Distracted
Alabama,10326,Not Distracted
Alabama,10326,Not Distracted
Alabama,10326,Not Distracted
Alabama,10327,Not Distracted
Alabama,10328,Unknown if Distracted
Alabama,10329,Unknown if Distracted
Alabama,10329,Not Distracted
Alabama,10330,Not Distracted
Alabama,10331,Unknown if Distracted
Alabama,10332,Unknown if Distracted
Alabama,10333,Not Distracted
Alabama,10333,Not Distracted
Alabama,10334,Unknown if Distracted
Alabama,10335,Looked But Did Not See
Alabama,10335,Not Distracted
Alabama,10336,Not Distracted
Alabama,10337,Unknown if Distracted
Alabama,10338,Not Distracted
Alabama,10339,Unknown if Distracted
Alabama,10340,Unknown if Distracted
Alabama,10341,Unknown if Distracted
Alabama,10343,Not Distracted
Alabama,10344,Not Distracted
Alabama,10345,Not Distracted
Alabama,10345,Not Distracted
Alabama,10346,Not Distracted
Alabama,10347,Not Reported
Alabama,10348,Not Distracted
Alabama,10348,Not Distracted
Alabama,10349,Unknown if Distracted
Alabama,10350,Unknown if Distracted
Alabama,10350,Not Distracted
Alabama,10351,Not Distracted
Alabama,10352,Not Distracted
Alabama,10352,Not Distracted
Alabama,10353,Not Distracted
Alabama,10353,Not Distracted
Alabama,10354,Not Distracted
Alabama,10355,Not Distracted
Alabama,10356,Not Distracted
Alabama,10356,Not Distracted
Alabama,10357,Unknown if Distracted
Alabama,10358,Unknown if Distracted
Alabama,10358,Not Distracted
Alabama,10359,Unknown if Distracted
Alabama,10359,Not Distracted
Alabama,10360,Not Distracted
Alabama,10361,Not Distracted
Alabama,10362,Not Distracted
Alabama,10363,Not Distracted
Alabama,10364,Not Distracted
Alabama,10365,Unknown if Distracted
Alabama,10365,Not Distracted
Alabama,10366,Unknown if Distracted
Alabama,10367,Not Distracted
Alabama,10368,Unknown if Distracted
Alabama,10369,Unknown if Distracted
Alabama,10370,Not Distracted
Alabama,10370,Not Distracted
Alabama,10371,Not Distracted
Alabama,10372,Not Distracted
Alabama,10373,Not Distracted
Alabama,10374,Unknown if Distracted
Alabama,10375,Unknown if Distracted
Alabama,10376,Not Distracted
Alabama,10377,No Driver Present/Unknown if Driver present
Alabama,10377,Not Distracted
Alabama,10378,Unknown if Distracted
Alabama,10378,Not Distracted
Alabama,10379,Not Distracted
Alabama,10380,Not Distracted
Alabama,10380,Not Distracted
Alabama,10381,By Other Occupant(s)
Alabama,10381,Not Distracted
Alabama,10381,Not Distracted
Alabama,10382,Not Distracted
Alabama,10382,Not Distracted
Alabama,10383,Unknown if Distracted
Alabama,10383,Not Distracted
Alabama,10384,Not Distracted
Alabama,10385,While Manipulating Cellular Phone
Alabama,10386,Not Distracted
Alabama,10387,Not Distracted
Alabama,10388,Adjusting Audio Or Climate Controls
Alabama,10389,Not Distracted
Alabama,10390,Unknown if Distracted
Alabama,10391,Not Distracted
Alabama,10392,Unknown if Distracted
Alabama,10392,Not Distracted
Alabama,10393,While Manipulating Cellular Phone
Alabama,10394,Unknown if Distracted
Alabama,10395,Unknown if Distracted
Alabama,10396,Unknown if Distracted
Alabama,10397,No Driver Present/Unknown if Driver present
Alabama,10397,Not Distracted
Alabama,10398,Unknown if Distracted
Alabama,10399,Not Distracted
Alabama,10400,Eating or Drinking
Alabama,10401,Not Distracted
Alabama,10401,Not Distracted
Alabama,10401,Not Distracted
Alabama,10402,By Other Occupant(s)
Alabama,10402,Not Distracted
Alabama,10403,Unknown if Distracted
Alabama,10403,Not Distracted
Alabama,10404,Unknown if Distracted
Alabama,10405,By Other Occupant(s)
Alabama,10406,Not Distracted
Alabama,10407,Not Distracted
Alabama,10407,Not Distracted
Alabama,10408,Not Distracted
Alabama,10409,Unknown if Distracted
Alabama,10410,Not Distracted
Alabama,10410,Not Distracted
Alabama,10411,Unknown if Distracted
Alabama,10412,Not Distracted
Alabama,10412,Not Distracted
Alabama,10412,Not Distracted
Alabama,10412,Not Distracted
Alabama,10413,Adjusting Audio Or Climate Controls
Alabama,10414,Not Distracted
Alabama,10414,Not Distracted
Alabama,10415,Not Distracted
Alabama,10416,Not Distracted
Alabama,10417,Unknown if Distracted
Alabama,10417,Not Distracted
Alabama,10418,Not Distracted
Alabama,10419,Unknown if Distracted
Alabama,10420,Unknown if Distracted
Alabama,10421,Unknown if Distracted
Alabama,10421,Not Distracted
Alabama,10422,Unknown if Distracted
Alabama,10422,Not Distracted
Alabama,10424,Unknown if Distracted
Alabama,10425,Unknown if Distracted
Alabama,10425,Not Distracted
Alabama,10426,Not Distracted
Alabama,10426,Not Distracted
Alabama,10427,By Other Occupant(s)
Alabama,10428,Not Distracted
Alabama,10429,Not Distracted
Alabama,10430,Unknown if Distracted
Alabama,10431,Not Distracted
Alabama,10432,Not Distracted
Alabama,10433,Unknown if Distracted
Alabama,10434,Unknown if Distracted
Alabama,10435,Not Distracted
Alabama,10436,Unknown if Distracted
Alabama,10436,Not Distracted
Alabama,10437,Not Distracted
Alabama,10438,Not Distracted
Alabama,10439,Not Distracted
Alabama,10439,Not Distracted
Alabama,10440,Not Distracted
Alabama,10441,Not Distracted
Alabama,10441,Not Distracted
Alabama,10442,Unknown if Distracted
Alabama,10442,Not Distracted
Alabama,10443,"Distracted by Outside Person, Object or Event"
Alabama,10444,Not Distracted
Alabama,10444,Not Distracted
Alabama,10444,Not Distracted
Alabama,10445,Unknown if Distracted
Alabama,10446,Not Distracted
Alabama,10446,Not Distracted
Alabama,10447,Not Distracted
Alabama,10448,Not Distracted
Alabama,10448,Not Distracted
Alabama,10449,Unknown if Distracted
Alabama,10449,Not Distracted
Alabama,10450,Unknown if Distracted
Alabama,10450,Not Distracted
Alabama,10451,Not Distracted
Alabama,10452,Unknown if Distracted
Alabama,10453,Not Distracted
Alabama,10454,Unknown if Distracted
Alabama,10454,Not Distracted
Alabama,10455,Unknown if Distracted
Alabama,10456,While Using or Reaching for Device/Object Brought into Vehicle
Alabama,10456,Not Distracted
Alabama,10457,Not Distracted
Alabama,10457,Unknown if Distracted
Alabama,10458,While Using or Reaching for Device/Object Brought into Vehicle
Alabama,10459,While Talking or Listening to Cellular Phone
Alabama,10459,Not Distracted
Alabama,10460,Unknown if Distracted
Alabama,10461,Not Distracted
Alabama,10462,Unknown if Distracted
Alabama,10462,Not Distracted
Alabama,10463,Not Distracted
Alabama,10463,Not Distracted
Alabama,10465,Unknown if Distracted
Alabama,10466,Unknown if Distracted
Alabama,10467,Unknown if Distracted
Alabama,10467,Not Distracted
Alabama,10468,Unknown if Distracted
Alabama,10469,Not Distracted
Alabama,10470,Not Distracted
Alabama,10471,Unknown if Distracted
Alabama,10472,Unknown if Distracted
Alabama,10473,Not Distracted
Alabama,10474,Not Distracted
Alabama,10475,Unknown if Distracted
Alabama,10476,Not Distracted
Alabama,10477,Not Distracted
Alabama,10478,Not Distracted
Alabama,10479,Unknown if Distracted
Alabama,10480,While Manipulating Cellular Phone
Alabama,10481,Not Distracted
Alabama,10482,Not Distracted
Alabama,10483,Unknown if Distracted
Alabama,10484,Unknown if Distracted
Alabama,10484,Not Distracted
Alabama,10484,Not Distracted
Alabama,10485,Unknown if Distracted
Alabama,10486,Not Distracted
Alabama,10487,Unknown if Distracted
Alabama,10488,Unknown if Distracted
Alabama,10489,Not Distracted
Alabama,10490,Unknown if Distracted
Alabama,10491,Not Distracted
Alabama,10492,Unknown if Distracted
Alabama,10493,Not Distracted
Alabama,10494,Not Distracted
Alabama,10495,Unknown if Distracted
Alabama,10496,Not Distracted
Alabama,10496,Not Distracted
Alabama,10497,Not Distracted
Alabama,10498,Unknown if Distracted
Alabama,10498,Not Distracted
Alabama,10498,Not Distracted
Alabama,10499,While Using or Reaching for Device/Object Brought into Vehicle
Alabama,10500,Not Distracted
Alabama,10500,Not Distracted
Alabama,10501,Not Distracted
Alabama,10501,Not Distracted
Alabama,10502,Unknown if Distracted
Alabama,10503,Unknown if Distracted
Alabama,10504,Not Distracted
Alabama,10505,Unknown if Distracted
Alabama,10505,Not Distracted
Alabama,10506,Unknown if Distracted
Alabama,10507,Unknown if Distracted
Alabama,10508,Unknown if Distracted
Alabama,10509,While Manipulating Cellular Phone
Alabama,10510,Unknown if Distracted
Alabama,10511,Unknown if Distracted
Alabama,10512,Unknown if Distracted
Alabama,10513,Not Distracted
Alabama,10514,Unknown if Distracted
Alabama,10514,Not Distracted
Alabama,10515,By Other Occupant(s)
Alabama,10515,Not Distracted
Alabama,10516,Unknown if Distracted
Alabama,10517,Unknown if Distracted
Alabama,10518,Unknown if Distracted
Alabama,10519,Not Distracted
Alabama,10520,Unknown if Distracted
Alabama,10521,Unknown if Distracted
Alabama,10522,Not Distracted
Alabama,10522,Not Distracted
Alabama,10523,Unknown if Distracted
Alabama,10523,Not Distracted
Alabama,10524,Unknown if Distracted
Alabama,10525,Not Distracted
Alabama,10526,Not Distracted
Alabama,10526,Not Distracted
Alabama,10527,Unknown if Distracted
Alabama,10527,Unknown if Distracted
Alabama,10528,Not Distracted
Alabama,10528,Unknown if Distracted
Alabama,10529,Unknown if Distracted
Alabama,10530,Unknown if Distracted
Alabama,10531,Not Distracted
Alabama,10532,Unknown if Distracted
Alabama,10533,Unknown if Distracted
Alabama,10534,Unknown if Distracted
Alabama,10535,Unknown if Distracted
Alabama,10536,Not Distracted
Alabama,10536,Not Distracted
Alabama,10537,Unknown if Distracted
Alabama,10538,Unknown if Distracted
Alabama,10539,Not Distracted
Alabama,10540,Not Distracted
Alabama,10541,Unknown if Distracted
Alabama,10542,Not Distracted
Alabama,10543,Unknown if Distracted
Alabama,10544,Unknown if Distracted
Alabama,10545,Not Distracted
Alabama,10546,Unknown if Distracted
Alabama,10547,"Distraction (Distracted), Details Unknown"
Alabama,10548,Not Distracted
Alabama,10549,Not Distracted
Alabama,10549,Not Distracted
Alabama,10550,Not Distracted
Alabama,10551,Unknown if Distracted
Alabama,10552,Unknown if Distracted
Alabama,10552,Unknown if Distracted
Alabama,10553,Unknown if Distracted
Alabama,10554,Not Distracted
Alabama,10554,Not Distracted
Alabama,10555,Not Distracted
Alabama,10556,Not Distracted
Alabama,10557,Unknown if Distracted
Alabama,10558,Not Distracted
Alabama,10559,Not Distracted
Alabama,10560,Not Distracted
Alabama,10561,Unknown if Distracted
Alabama,10562,Unknown if Distracted
Alabama,10563,Not Distracted
Alabama,10564,Unknown if Distracted
Alabama,10564,Not Distracted
Alabama,10565,Unknown if Distracted
Alabama,10565,Not Distracted
Alabama,10566,Unknown if Distracted
Alabama,10567,Not Distracted
Alabama,10568,Not Distracted
Alabama,10568,Not Distracted
Alabama,10569,Not Distracted
Alabama,10570,While Manipulating Cellular Phone
Alabama,10570,Not Distracted
Alabama,10570,Not Distracted
Alabama,10571,Unknown if Distracted
Alabama,10572,Not Distracted
Alabama,10573,While Manipulating Cellular Phone
Alabama,10574,Looked But Did Not See
Alabama,10574,Not Distracted
Alabama,10575,Not Distracted
Alabama,10575,Not Distracted
Alabama,10576,Not Distracted
Alabama,10576,Not Distracted
Alabama,10577,Unknown if Distracted
Alabama,10578,Unknown if Distracted
Alabama,10579,Unknown if Distracted
Alabama,10579,Not Distracted
Alabama,10580,Not Distracted
Alabama,10581,Unknown if Distracted
Alabama,10582,Unknown if Distracted
Alabama,10582,Not Distracted
Alabama,10582,Not Distracted
Alabama,10583,Not Distracted
Alabama,10584,Unknown if Distracted
Alabama,10584,Not Distracted
Alabama,10585,Unknown if Distracted
Alabama,10586,Unknown if Distracted
Alabama,10586,Unknown if Distracted
Alabama,10587,Not Distracted
Alabama,10588,Not Distracted
Alabama,10589,Not Distracted
Alabama,10590,Not Distracted
Alabama,10591,Not Distracted
Alabama,10591,Not Distracted
Alabama,10592,Unknown if Distracted
Alabama,10593,Unknown if Distracted
Alabama,10594,Not Distracted
Alabama,10595,Not Distracted
Alabama,10595,Not Distracted
Alabama,10596,Not Distracted
Alabama,10596,Not Distracted
Alabama,10597,Not Distracted
Alabama,10597,Not Distracted
Alabama,10598,Not Distracted
Alabama,10599,Unknown if Distracted
Alabama,10600,Unknown if Distracted
Alabama,10601,Unknown if Distracted
Alabama,10602,Not Distracted
Alabama,10603,Unknown if Distracted
Alabama,10604,Not Distracted
